Filename,Sum_Rewards,Steps,Difference,Significant_Increase_Index
E6A4G4T29,5016,7.0,0.0399803129991108,4.0
E6A4G4T3,5022,7.0,0.0418316578849816,4.0
E6A4G4T30,4832,7.0,0.0392636869637395,8.0
E6A4G4T31,4711,7.0,0.0351610029378648,8.0
E6A4G4T32,3501,8.0,0.0109923017981768,30.0
E6A4G4T33,5021,7.0,0.0406585039033581,5.0
E6A4G4T34,4877,7.0,0.0371231447211245,9.0
E6A4G4T35,4511,7.0,0.0309305402907261,15.0
E6A4G4T36,1367,13.0,0.0,74.0
E6A4G4T37,4075,7.0,0.022246066478062,21.0
E6A4G4T38,3766,8.0,0.0156431028529294,26.0
E6A4G4T39,5098,7.0,0.0418148316751848,3.0
E6A4G4T4,4684,7.0,0.036179843830196,10.0
E6A4G4T40,5133,7.0,0.0420870839989097,3.0
E6A4G4T5,4992,7.0,0.0411262880148705,4.0
E6A4G4T6,3654,8.0,0.0144552369860833,28.0
E6A4G4T7,4648,7.0,0.0371659778880779,10.0
E6A4G4T8,4937,7.0,0.0389569672421141,8.0
E6A4G4T9,4098,8.0,0.0217592396478412,23.0
E6A4G6T1,5119,7.0,0.0963616963992818,3.0
E6A4G6T10,4728,7.0,0.0877449625319899,10.0
E6A4G6T11,4641,7.0,0.0867143427357831,12.0
E6A4G6T12,4140,8.0,0.0709603147529558,22.0
E6A4G6T13,4137,8.0,0.0733011294102804,18.0
E6A4G6T14,4461,7.0,0.0817628774623404,13.0
E6A4G6T15,3264,8.0,0.0321295469811763,37.0
E6A4G6T16,4855,7.0,0.0885908724987663,8.0
E6A4G6T17,4185,8.0,0.0760415743293037,20.0
E6A4G6T18,4738,7.0,0.0909641774898219,6.0
E6A4G6T19,5020,7.0,0.0942651213240947,4.0
E6A4G6T2,4130,7.0,0.0732372111561362,18.0
E6A4G6T20,4622,7.0,0.087729205821865,10.0
E6A4G6T21,4697,7.0,0.0869656790300676,10.0
E6A4G6T22,4580,7.0,0.0853573295907429,11.0
E6A4G6T23,4412,7.0,0.0813825664966067,13.0
E6A4G6T24,4502,7.0,0.084132764142496,12.0
E6A4G6T25,4980,7.0,0.0936519211224176,5.0
E6A4G6T26,4176,8.0,0.071172657540243,21.0
E6A4G6T27,4200,7.0,0.0755003271172557,16.0
E6A4G6T28,4303,7.0,0.0785784679977561,15.0
E6A4G6T29,4760,7.0,0.0883921566054113,10.0
E6A4G6T3,4353,7.0,0.0793968188347908,17.0
E6A4G6T30,4476,7.0,0.0827577300532222,14.0
E6A4G6T31,4770,7.0,0.0895771265726544,9.0
E6A4G6T32,4385,7.0,0.0811884315105444,15.0
E6A4G6T33,4438,7.0,0.0821225413595246,13.0
E6A4G6T34,5121,7.0,0.0966150220831613,3.0
E6A4G6T35,4895,7.0,0.0901018818759066,5.0
E6A4G6T36,3643,8.0,0.0531556898549803,31.0
E6A4G6T37,4954,7.0,0.0901864990645684,3.0
E6A4G6T38,3914,8.0,0.0653993608476781,25.0
E6A4G6T39,4954,7.0,0.0926383020126787,5.0
E6A4G6T4,4918,7.0,0.0940248550181325,5.0
E6A4G6T40,4021,8.0,0.0698055426068784,23.0
E6A4G6T5,4686,7.0,0.0902186614621678,10.0
E6A4G6T6,5163,7.0,0.0962345945446154,3.0
E6A4G6T7,4228,7.0,0.075964011171498,18.0
E6A4G6T8,4954,7.0,0.0943418093390497,3.0
E6A4G6T9,4995,7.0,0.0946650113686793,3.0
E6A4G9T1,3152,9.0,0.168780576060357,35.0
E6A4G9T10,4127,8.0,0.2336947852158803,13.0
E6A4G9T11,4388,8.0,0.2487841606018073,6.0
E6A4G9T12,4188,8.0,0.2344496401651086,14.0
E6A4G9T13,4102,8.0,0.2283630981331852,14.0
E6A4G9T14,4483,8.0,0.2526922309490012,9.0
E6A4G9T15,4718,8.0,0.2616664634392851,4.0
E6A4G9T16,3993,8.0,0.2294254633687107,18.0
E6A4G9T17,4659,7.0,0.2618867353196507,3.0
E6A4G9T18,4330,8.0,0.2479474065466605,7.0
E6A4G9T19,4727,7.0,0.2623735640166337,3.0
E6A4G9T2,4203,8.0,0.2303856817197849,16.0
E6A4G9T20,4541,7.0,0.2553722211962641,5.0
E6A4G9T21,4844,7.0,0.2626444340181835,3.0
E6A4G9T22,4172,8.0,0.2355967090374977,14.0
E6A4G9T23,3038,9.0,0.1691596583700617,35.0
E6A4G9T24,4555,8.0,0.2520547441424852,7.0
E6A4G9T25,4934,7.0,0.2624478892168325,3.0
E6A4G9T26,4692,7.0,0.2565975678214991,6.0
E6A4G9T27,4585,7.0,0.2579127257478878,5.0
E6A4G9T28,4373,8.0,0.2488030259316747,9.0
E6A4G9T29,3354,8.0,0.188663365780117,31.0
E6A4G9T3,4426,8.0,0.2496438083679173,10.0
E6A4G9T30,4446,8.0,0.2502118543680441,8.0
E6A4G9T31,4425,8.0,0.2480283320989173,10.0
E6A4G9T32,4114,8.0,0.2350253892350177,11.0
E6A4G9T33,4420,8.0,0.247079903523183,6.0
E6A4G9T34,4722,7.0,0.2602261878342035,3.0
E6A4G9T35,4369,8.0,0.2463461411964142,8.0
E6A4G9T36,4363,8.0,0.2485339147335832,7.0
E6A4G9T37,4457,8.0,0.2489763059309294,9.0
E6A4G9T38,4740,7.0,0.2612737742928253,4.0
E6A4G9T39,4682,7.0,0.2630266987378596,3.0
E6A4G9T4,3469,8.0,0.1948679188022987,28.0
E6A4G9T40,3243,9.0,0.1769973127375457,34.0
E6A4G9T5,3969,8.0,0.2281711964023972,16.0
E6A4G9T6,0,18.0,0.0,
E6A4G9T7,4330,8.0,0.2420150875900376,8.0
E6A4G9T8,4321,8.0,0.2392293549692795,13.0
E6A4G9T9,4642,8.0,0.253357959263422,4.0
E6A6G1T1,2600,9.0,0.0,50.0
E6A6G1T10,5059,7.0,0.0038398577964303,4.0
E6A6G1T11,4654,7.0,0.0027073842377565,10.0
E6A6G1T12,4929,7.0,0.0035986302296174,5.0
E6A6G1T13,4479,7.0,0.0017183766454794,17.0
E6A6G1T14,4709,7.0,0.0024878660834079,9.0
E6A6G1T15,4927,7.0,0.0032573851396276,5.0
E6A6G1T16,4767,7.0,0.0026553369453712,8.0
E6A6G1T17,4361,7.0,0.0017112551088269,17.0
E6A6G1T18,2249,10.0,0.0,54.0
E6A6G1T19,3738,8.0,0.0003134943098682,29.0
E6A6G1T2,4290,7.0,0.0012475557141273,19.0
E6A6G1T20,5037,7.0,0.0036996228853165,7.0
E6A6G1T21,5127,7.0,0.00391769232817,3.0
E6A6G1T22,5131,7.0,0.0040364147173246,4.0
E6A6G1T23,2843,9.0,1.863137054346516e-06,46.0
E6A6G1T24,4886,7.0,0.0033834867293997,4.0
E6A6G1T25,4945,7.0,0.0037039285163028,6.0
E6A6G1T26,4572,7.0,0.0020282564262627,12.0
E6A6G1T27,3359,8.0,5.059934699785277e-05,33.0
E6A6G1T28,5350,7.0,0.0043038574816686,3.0
E6A6G1T29,4628,7.0,0.0022946787783737,13.0
E6A6G1T3,4646,7.0,0.0023920855471202,10.0
E6A6G1T30,3652,8.0,0.0002474563978814,32.0
E6A6G1T31,5151,7.0,0.0039085198229597,3.0
E6A6G1T32,4940,7.0,0.0030227088650666,9.0
E6A6G1T33,4895,7.0,0.0034784339105176,8.0
E6A6G1T34,5248,7.0,0.0043399513720634,3.0
E6A6G1T35,5130,7.0,0.0038874014601497,3.0
E6A6G1T36,5032,7.0,0.0037894025197356,3.0
E6A6G1T37,5091,7.0,0.0039423126217084,3.0
E6A6G1T38,3950,8.0,0.0004571756935252,25.0
E6A6G1T39,4241,7.0,0.0010510519950068,17.0
E6A6G1T4,4651,7.0,0.0028019633245659,10.0
E6A6G1T40,4550,7.0,0.0020659558723116,13.0
E6A6G1T5,3770,8.0,0.0002830123807612,29.0
E6A6G1T6,4962,7.0,0.0036480137421203,3.0
E6A6G1T7,4959,7.0,0.0036982207068963,5.0
E6A6G1T8,4936,7.0,0.003216812301083,8.0
E6A6G1T9,4021,7.0,0.0004589099425792,22.0
E6A6G4T1,3926,8.0,0.0294881469792162,22.0
E6A6G4T10,1847,11.0,0.0,62.0
E6A6G4T11,4587,7.0,0.0442308921922822,8.0
E6A6G4T12,4515,7.0,0.0448353138947536,12.0
E6A6G4T13,4335,7.0,0.0380084184641744,14.0
E6A6G4T14,4405,7.0,0.0419021352883853,14.0
E6A6G4T15,4981,7.0,0.0542963924382587,4.0
E6A6G4T16,5060,7.0,0.0554324169602843,4.0
E6A6G4T17,4117,7.0,0.035054826253236,19.0
E6A6G4T18,4216,7.0,0.0341706558866609,18.0
E6A6G4T19,5155,7.0,0.060118569895387,3.0
E6A6G4T2,5014,7.0,0.055628080378978,3.0
E6A6G4T20,3858,8.0,0.0270436197799785,25.0
E6A6G4T21,4240,7.0,0.0374364352970787,15.0
E6A6G4T22,4619,7.0,0.0458886280780185,8.0
E6A6G4T23,3740,8.0,0.0229843628435945,29.0
E6A6G4T24,4586,7.0,0.0482790028674896,11.0
E6A6G4T25,4775,7.0,0.0521979272048021,5.0
E6A6G4T26,4914,7.0,0.0536724184747486,5.0
E6A6G4T27,3597,8.0,0.0171868531422602,32.0
E6A6G4T28,2608,9.0,0.0008467593859532,48.0
E6A6G4T29,2630,9.0,0.0004416980346354,47.0
E6A6G4T3,4303,7.0,0.0378582058973467,14.0
E6A6G4T30,5009,7.0,0.0588447972265639,3.0
E6A6G4T31,4128,7.0,0.0335393623372795,20.0
E6A6G4T32,4445,7.0,0.0410976575550991,10.0
E6A6G4T33,4126,8.0,0.0337041048600558,17.0
E6A6G4T34,4938,7.0,0.0563358332550907,3.0
E6A6G4T35,4769,7.0,0.0502271087881209,7.0
E6A6G4T36,4096,8.0,0.0320236051420734,22.0
E6A6G4T37,3263,8.0,0.0090392318851398,34.0
E6A6G4T38,4512,7.0,0.0402045953618762,14.0
E6A6G4T39,3426,8.0,0.0142833499646644,31.0
E6A6G4T4,4071,8.0,0.0322397800931114,21.0
E6A6G4T40,4710,7.0,0.0498273752321457,9.0
E6A6G4T5,4704,7.0,0.0479399820318409,8.0
E6A6G4T6,4868,7.0,0.0521354936089902,5.0
E6A6G4T7,4767,7.0,0.0487621820998173,8.0
E6A6G4T8,3984,8.0,0.0305623651904485,20.0
E6A6G4T9,2495,9.0,0.0,51.0
E6A6G6T1,4408,8.0,0.1305268805278464,9.0
E6A6G6T10,4443,8.0,0.1307762679269449,12.0
E6A6G6T11,4195,8.0,0.1187824879193839,16.0
E6A6G6T12,4717,7.0,0.1429839355226961,3.0
E6A6G6T13,4284,7.0,0.123268403123521,14.0
E6A6G6T14,4328,8.0,0.1211974004176149,13.0
E6A6G6T15,3474,8.0,0.0738338070943089,27.0
E6A6G6T16,4274,8.0,0.1197741373722268,16.0
E6A6G6T17,3578,8.0,0.0760433295103441,29.0
E6A6G6T18,3711,8.0,0.0898811467684342,26.0
E6A6G6T19,3505,8.0,0.0733194814483517,31.0
E6A6G6T2,3757,8.0,0.0918839496404389,23.0
E6A6G6T20,2727,9.0,0.0147627172142517,43.0
E6A6G6T21,4494,7.0,0.1349928535324348,10.0
E6A6G6T22,3404,8.0,0.0722980660950441,29.0
E6A6G6T23,4299,8.0,0.1239558931220929,12.0
E6A6G6T24,4251,8.0,0.1187473584385242,14.0
E6A6G6T25,4317,8.0,0.124460115400703,14.0
E6A6G6T26,4167,8.0,0.1175680640325122,15.0
E6A6G6T27,3883,8.0,0.1048017547845411,19.0
E6A6G6T28,4568,7.0,0.1338983515947325,7.0
E6A6G6T29,4859,7.0,0.1463939326650863,5.0
E6A6G6T3,4010,8.0,0.1077604808211357,18.0
E6A6G6T30,3225,8.0,0.0518752466792385,33.0
E6A6G6T31,4272,8.0,0.1228319269703275,16.0
E6A6G6T32,3884,8.0,0.0986739909301893,21.0
E6A6G6T33,4868,7.0,0.1499777586763123,3.0
E6A6G6T34,4767,7.0,0.1440633652635239,4.0
E6A6G6T35,4318,8.0,0.1250801992987628,14.0
E6A6G6T36,4752,7.0,0.1443672517785917,3.0
E6A6G6T37,3439,8.0,0.0670630688140484,32.0
E6A6G6T38,4158,8.0,0.1188631637170184,14.0
E6A6G6T39,4211,8.0,0.1215891955897755,15.0
E6A6G6T4,4521,7.0,0.130665168220945,11.0
E6A6G6T40,4795,7.0,0.1468551746055837,6.0
E6A6G6T5,4598,7.0,0.1338374325710523,7.0
E6A6G6T6,4266,8.0,0.1199017168787022,13.0
E6A6G6T7,3643,8.0,0.0867472240815727,27.0
E6A6G6T8,3879,8.0,0.1007365526086855,23.0
E6A6G6T9,4469,8.0,0.1286576640530989,10.0
E6A6G9T1,3098,9.0,0.2986862731170747,28.0
E6A6G9T10,4096,8.0,0.4355902676839044,8.0
E6A6G9T11,4127,8.0,0.4483302125176941,3.0
E6A6G9T12,4135,8.0,0.4440370960518149,4.0
E6A6G9T13,2354,10.0,0.1282351703744721,44.0
E6A6G9T14,4207,8.0,0.4486609916187897,4.0
E6A6G9T15,3920,8.0,0.4219481039444628,10.0
E6A6G9T16,3957,8.0,0.4272718473205277,8.0
E6A6G9T17,4052,8.0,0.446335516067507,6.0
E6A6G9T18,3888,8.0,0.4161056017058128,9.0
E6A6G9T19,4020,8.0,0.4382433912331659,6.0
E6A6G9T2,3585,8.0,0.3897183767618053,16.0
E6A6G9T20,3902,8.0,0.4206395376386881,10.0
E6A6G9T21,2356,10.0,0.0968807787611707,44.0
E6A6G9T22,3615,8.0,0.3944671019448745,14.0
E6A6G9T23,3951,8.0,0.4276173228950322,7.0
E6A6G9T24,2890,9.0,0.2656678201062481,31.0
E6A6G9T25,3993,8.0,0.4365492213275691,4.0
E6A6G9T26,3981,8.0,0.4274598094125201,9.0
E6A6G9T27,4034,8.0,0.4277674688483133,5.0
E6A6G9T28,3779,8.0,0.4110710960339033,12.0
E6A6G9T29,2423,10.0,0.1251948886230462,42.0
E6A6G9T3,3140,9.0,0.3149820958433941,27.0
E6A6G9T30,1580,13.0,0.0,64.0
E6A6G9T31,3159,9.0,0.328471573861105,24.0
E6A6G9T32,4265,8.0,0.458000608223969,3.0
E6A6G9T33,3450,8.0,0.3596746682704133,20.0
E6A6G9T34,2970,9.0,0.2910373907796999,28.0
E6A6G9T35,3283,9.0,0.3377832437319725,21.0
E6A6G9T36,3629,8.0,0.3948125845810775,15.0
E6A6G9T37,4116,8.0,0.4464902804876054,5.0
E6A6G9T38,4094,8.0,0.4435893540389253,6.0
E6A6G9T39,2695,10.0,0.2155174022348798,35.0
E6A6G9T4,3537,8.0,0.3667310252124827,17.0
E6A6G9T40,3153,9.0,0.3292435705847215,26.0
E6A6G9T5,2759,10.0,0.2163182671552244,38.0
E6A6G9T6,2481,10.0,0.1517989502290705,43.0
E6A6G9T7,3728,8.0,0.4080106104740961,12.0
E6A6G9T8,3012,9.0,0.275537863781589,30.0
E6A6G9T9,2971,9.0,0.2887507760890209,30.0
E6A9G1T1,4224,8.0,0.0008553030768159,14.0
E6A9G1T10,4363,7.0,0.0009101171195077,14.0
E6A9G1T11,4493,7.0,0.0009839703573076,12.0
E6A9G1T12,4813,7.0,0.0015650048590503,5.0
E6A9G1T13,4832,7.0,0.0015856673176455,7.0
E6A9G1T14,2965,9.0,4.905644944054921e-06,40.0
E6A9G1T15,4483,7.0,0.0009772243769439,10.0
E6A9G1T16,4462,7.0,0.0009481827560318,11.0
E6A9G1T17,3893,8.0,0.000341378278782,22.0
E6A9G1T18,4904,7.0,0.0016962310483293,4.0
E6A9G1T19,4804,7.0,0.0014824507203847,3.0
E6A9G1T2,4752,7.0,0.0015263447786155,6.0
E6A9G1T20,3850,8.0,0.0002792800476225,22.0
E6A9G1T21,2327,10.0,0.0,54.0
E6A9G1T22,2436,10.0,0.0,50.0
E6A9G1T23,3961,8.0,0.0007318559144715,18.0
E6A9G1T24,2280,10.0,0.0,55.0
E6A9G1T25,2230,10.0,0.0,57.0
E6A9G1T26,4493,7.0,0.0009573592363915,12.0
E6A9G1T27,4674,7.0,0.0014438209625535,10.0
E6A9G1T28,3965,8.0,0.0003742411945771,21.0
E6A9G1T29,4442,7.0,0.000993060935955,9.0
E6A9G1T3,4377,7.0,0.0009115523513269,13.0
E6A9G1T30,4330,8.0,0.0009059154889405,12.0
E6A9G1T31,4383,7.0,0.0009508495457445,12.0
E6A9G1T32,4212,7.0,0.0008881142285493,16.0
E6A9G1T33,3823,8.0,0.0002679914821108,22.0
E6A9G1T34,4875,7.0,0.0016556074406912,6.0
E6A9G1T35,4723,7.0,0.0014929474729152,8.0
E6A9G1T36,3661,8.0,0.0001618782291203,29.0
E6A9G1T37,4331,7.0,0.0008893520430285,15.0
E6A9G1T38,3476,8.0,8.736130240722492e-05,32.0
E6A9G1T39,3782,8.0,0.0002262633405585,25.0
E6A9G1T4,4427,7.0,0.000966937932111,9.0
E6A9G1T40,4839,7.0,0.0016273485001637,3.0
E6A9G1T5,4573,7.0,0.0010346995086634,9.0
E6A9G1T6,4748,7.0,0.001567957328786,6.0
E6A9G1T7,4291,8.0,0.0009059703300975,15.0
E6A9G1T8,2699,9.0,2.2274135526117698e-07,48.0
E6A9G1T9,4869,7.0,0.0016137083490475,5.0
E6A9G4T1,3998,8.0,0.0483624546037011,15.0
E6A9G4T10,4591,8.0,0.0674383973427823,4.0
E6A9G4T11,3734,8.0,0.0310686572557639,22.0
E6A9G4T12,4505,8.0,0.0678660007875233,4.0
E6A9G4T13,4105,8.0,0.0563530239485465,11.0
E6A9G4T14,3548,8.0,0.02656244956262,21.0
E6A9G4T15,4069,8.0,0.0538179207765023,13.0
E6A9G4T16,4150,8.0,0.0601425450005038,11.0
E6A9G4T17,4496,8.0,0.0660130942649625,6.0
E6A9G4T18,4192,8.0,0.0604352700114047,9.0
E6A9G4T19,4005,8.0,0.0489224979297854,15.0
E6A9G4T2,3838,8.0,0.0349308075111582,18.0
E6A9G4T20,2357,10.0,0.0,50.0
E6A9G4T21,3578,8.0,0.0286543436623832,22.0
E6A9G4T22,4445,8.0,0.0674163919225308,4.0
E6A9G4T23,4572,8.0,0.0678135528889963,3.0
E6A9G4T24,2875,9.0,0.0053394968541192,39.0
E6A9G4T25,4439,8.0,0.0663048527949899,4.0
E6A9G4T26,4331,8.0,0.0627650668593751,5.0
E6A9G4T27,4190,8.0,0.0624858170913454,7.0
E6A9G4T28,4261,8.0,0.0591442329054254,9.0
E6A9G4T29,4596,8.0,0.0671581621280729,5.0
E6A9G4T3,2842,9.0,0.0044980726697314,37.0
E6A9G4T30,2910,9.0,0.0076809202092402,33.0
E6A9G4T31,3462,9.0,0.0242855207091653,23.0
E6A9G4T32,4481,8.0,0.0676252716789061,4.0
E6A9G4T33,4082,8.0,0.0467394393356762,14.0
E6A9G4T34,3298,9.0,0.018336642802112,27.0
E6A9G4T35,4523,8.0,0.0688765332192578,3.0
E6A9G4T36,3974,8.0,0.050273546640234,11.0
E6A9G4T37,3361,9.0,0.0214660286796176,26.0
E6A9G4T38,3925,8.0,0.036509301449243,12.0
E6A9G4T39,4063,8.0,0.0502602135681616,12.0
E6A9G4T4,3900,8.0,0.0401674691022247,15.0
E6A9G4T40,4154,8.0,0.0589994066478328,11.0
E6A9G4T5,2907,9.0,0.0063164149063111,38.0
E6A9G4T6,3591,8.0,0.0297174259484901,22.0
E6A9G4T7,4292,8.0,0.063007405217826,3.0
E6A9G4T8,4516,8.0,0.0669570604814387,5.0
E6A9G4T9,3416,9.0,0.0243014058478479,24.0
E6A9G6T1,3743,8.0,0.163848173471018,15.0
E6A9G6T10,3271,9.0,0.1155834032102831,21.0
E6A9G6T11,4021,8.0,0.2078055922145964,7.0
E6A9G6T12,4087,8.0,0.2129193156735034,6.0
E6A9G6T13,2703,10.0,0.0313678394449597,34.0
E6A9G6T14,2296,10.0,0.0022814592753265,44.0
E6A9G6T15,4101,8.0,0.2158534825016013,3.0
E6A9G6T16,3203,9.0,0.1058107007534518,23.0
E6A9G6T17,3621,8.0,0.1530934419868482,17.0
E6A9G6T18,3951,8.0,0.2056457163530403,7.0
E6A9G6T19,4054,8.0,0.2103585090463785,7.0
E6A9G6T2,2556,10.0,0.0235157103615514,37.0
E6A9G6T20,3968,8.0,0.2010791602573278,7.0
E6A9G6T21,3159,9.0,0.0886590524651798,26.0
E6A9G6T22,3693,8.0,0.1574903563197743,13.0
E6A9G6T23,3916,8.0,0.1992910632489788,9.0
E6A9G6T24,3051,9.0,0.0805705942117786,30.0
E6A9G6T25,3745,8.0,0.1657620245577429,11.0
E6A9G6T26,4271,8.0,0.2246459308220768,3.0
E6A9G6T27,4153,8.0,0.2198622114002837,3.0
E6A9G6T28,4029,8.0,0.2106310445994805,5.0
E6A9G6T29,2603,10.0,0.0268418286835136,38.0
E6A9G6T3,2512,10.0,0.0148644629944706,39.0
E6A9G6T30,4044,8.0,0.205744554236918,4.0
E6A9G6T31,4115,8.0,0.2171714992121853,3.0
E6A9G6T32,3858,8.0,0.195447910993106,10.0
E6A9G6T33,3257,9.0,0.1153899317168265,22.0
E6A9G6T34,3560,9.0,0.152176765702432,16.0
E6A9G6T35,2679,10.0,0.0302246741413555,36.0
E6A9G6T36,4077,8.0,0.2115626178710058,5.0
E6A9G6T37,4013,8.0,0.2018578294571262,8.0
E6A9G6T38,3588,9.0,0.1554224072636837,18.0
E6A9G6T39,3536,9.0,0.1430834983139104,18.0
E6A9G6T4,3263,9.0,0.1126019297584682,25.0
E6A9G6T40,3915,8.0,0.1971748178376483,7.0
E6A9G6T5,3935,8.0,0.1918097905445504,9.0
E6A9G6T6,3747,8.0,0.1631066040240415,13.0
E6A9G6T7,3473,9.0,0.1419507151508972,16.0
E6A9G6T8,4317,8.0,0.2245666311699337,3.0
E6A9G6T9,4052,8.0,0.2220710835047183,5.0
