Filename,Sum_Rewards,Steps,Difference,Significant_Increase_Index
E9A4G9T12,0,79.0,0.0,
E9A4G9T13,0,80.0,0.0,
E9A4G9T14,0,77.0,0.0,
E9A4G9T15,0,80.0,0.0,
E9A4G9T16,0,81.0,0.0,
E9A4G9T17,0,79.0,0.0,
E9A4G9T18,0,79.0,0.0,
E9A4G9T19,1,79.0,0.0,
E9A4G9T2,0,80.0,0.0,
E9A4G9T20,0,80.0,0.0,
E9A4G9T21,0,80.0,0.0,
E9A4G9T22,0,81.0,0.0,
E9A4G9T23,0,80.0,0.0,
E9A4G9T24,0,80.0,0.0,
E9A4G9T25,0,81.0,0.0,
E9A4G9T26,0,80.0,0.0,
E9A4G9T27,0,81.0,0.0,
E9A4G9T28,0,79.0,0.0,
E9A4G9T29,0,80.0,0.0,
E9A4G9T3,0,79.5,0.0,
E9A4G9T30,0,82.0,0.0,
E9A4G9T31,0,79.0,0.0,
E9A4G9T32,0,79.0,0.0,
E9A4G9T33,0,80.0,0.0,
E9A4G9T34,0,80.0,0.0,
E9A4G9T35,0,81.0,0.0,
E9A4G9T36,0,79.0,0.0,
E9A4G9T37,0,80.0,0.0,
E9A4G9T38,0,79.0,0.0,
E9A4G9T39,629,73.0,0.0,90.0
E9A4G9T4,0,80.0,0.0,
E9A4G9T40,0,79.0,0.0,
E9A4G9T5,0,79.0,0.0,
E9A4G9T6,0,81.0,0.0,
E9A4G9T7,0,82.0,0.0,
E9A4G9T8,0,82.0,0.0,
E9A4G9T9,0,81.0,0.0,
E9A6G1T1,0,80.0,0.0,
E9A6G1T10,0,80.0,0.0,
E9A6G1T11,0,80.0,0.0,
E9A6G1T12,1,80.0,0.0,
E9A6G1T13,0,81.5,0.0,
E9A6G1T14,4870,8.0,5.188560027047634e-06,43.0
E9A6G1T15,0,80.0,0.0,
E9A6G1T16,0,81.0,0.0,
E9A6G1T17,0,80.0,0.0,
E9A6G1T18,0,79.0,0.0,
E9A6G1T19,0,79.0,0.0,
E9A6G1T2,0,79.0,0.0,
E9A6G1T20,0,79.0,0.0,
E9A6G1T21,0,79.5,0.0,
E9A6G1T22,0,81.0,0.0,
E9A6G1T23,0,79.0,0.0,
E9A6G1T24,0,80.0,0.0,
E9A6G1T25,0,81.0,0.0,
E9A6G1T26,0,78.0,0.0,
E9A6G1T27,0,79.0,0.0,
E9A6G1T28,0,81.0,0.0,
E9A6G1T29,0,80.0,0.0,
E9A6G1T3,0,79.0,0.0,
E9A6G1T30,0,80.0,0.0,
E9A6G1T31,0,79.0,0.0,
E9A6G1T32,0,80.0,0.0,
E9A6G1T33,0,79.0,0.0,
E9A6G1T34,0,79.0,0.0,
E9A6G1T35,0,79.0,0.0,
E9A6G1T36,0,80.0,0.0,
E9A6G1T37,1,81.0,0.0,
E9A6G1T38,0,79.0,0.0,
E9A6G1T39,0,79.0,0.0,
E9A6G1T4,0,79.0,0.0,
E9A6G1T40,0,79.0,0.0,
E9A6G1T5,0,81.0,0.0,
E9A6G1T6,0,81.0,0.0,
E9A6G1T7,0,81.0,0.0,
E9A6G1T8,0,80.0,0.0,
E9A6G1T9,0,80.0,0.0,
E9A6G4T1,0,80.0,0.0,
E9A6G4T10,0,80.0,0.0,
E9A6G4T11,0,80.0,0.0,
E9A6G4T12,0,80.0,0.0,
E9A6G4T13,0,80.0,0.0,
E9A6G4T14,0,81.0,0.0,
E9A6G4T15,0,80.0,0.0,
E9A6G4T16,0,80.0,0.0,
E9A6G4T17,0,81.0,0.0,
E9A6G4T18,0,80.0,0.0,
E9A6G4T19,5719,7.0,0.0048337481343649,33.0
E9A6G4T2,0,80.0,0.0,
E9A6G4T20,0,80.0,0.0,
E9A6G4T21,0,80.5,0.0,
E9A6G4T22,0,79.0,0.0,
E9A6G4T23,0,80.0,0.0,
E9A6G4T24,0,80.0,0.0,
E9A6G4T25,0,80.0,0.0,
E9A6G4T26,0,79.0,0.0,
E9A6G4T27,0,80.0,0.0,
E9A6G4T28,0,80.0,0.0,
E9A6G4T29,0,81.0,0.0,
E9A6G4T3,0,80.0,0.0,
E9A6G4T30,0,80.0,0.0,
E9A6G4T31,0,78.0,0.0,
E9A6G4T32,5398,7.0,0.0039512511684418,39.0
E9A6G4T33,0,79.0,0.0,
E9A6G4T34,0,80.0,0.0,
E9A6G4T35,0,79.5,0.0,
E9A6G4T36,0,80.0,0.0,
E9A6G4T37,0,80.0,0.0,
E9A6G4T38,0,80.0,0.0,
E9A6G4T39,0,81.0,0.0,
E9A6G4T4,0,81.0,0.0,
E9A6G4T40,0,80.0,0.0,
E9A6G4T5,0,79.0,0.0,
E9A6G4T6,0,83.0,0.0,
E9A6G4T7,0,81.0,0.0,
E9A6G4T8,0,80.0,0.0,
E9A6G4T9,0,80.0,0.0,
E9A6G6T1,0,79.0,0.0,
E9A6G6T10,0,81.0,0.0,
E9A6G6T11,654,72.0,0.0,92.0
E9A6G6T12,0,80.0,0.0,
E9A6G6T13,3251,36.0,0.0,60.0
E9A6G6T14,0,79.0,0.0,
E9A6G6T15,0,80.0,0.0,
E9A6G6T16,0,80.0,0.0,
E9A6G6T17,0,80.0,0.0,
E9A6G6T18,0,78.0,0.0,
E9A6G6T19,0,80.0,0.0,
E9A6G6T2,0,79.0,0.0,
E9A6G6T20,0,80.0,0.0,
E9A6G6T21,0,79.0,0.0,
E9A6G6T22,0,80.0,0.0,
E9A6G6T23,0,79.0,0.0,
E9A6G6T24,0,80.0,0.0,
E9A6G6T25,0,79.0,0.0,
E9A6G6T26,0,78.0,0.0,
E9A6G6T27,0,81.0,0.0,
E9A6G6T28,0,80.0,0.0,
E9A6G6T29,0,79.0,0.0,
E9A6G6T3,0,79.0,0.0,
E9A6G6T30,0,78.0,0.0,
E9A6G6T31,0,80.0,0.0,
E9A6G6T32,0,80.0,0.0,
E9A6G6T33,0,80.0,0.0,
E9A6G6T34,0,79.0,0.0,
E9A6G6T35,0,79.0,0.0,
E9A6G6T36,0,78.0,0.0,
E9A6G6T37,0,80.0,0.0,
E9A6G6T38,0,79.0,0.0,
E9A6G6T39,0,79.0,0.0,
E9A6G6T4,0,79.0,0.0,
E9A6G6T40,0,80.0,0.0,
E9A6G6T5,940,71.0,0.0,89.0
E9A6G6T6,0,80.5,0.0,
E9A6G6T7,0,80.0,0.0,
E9A6G6T8,0,80.0,0.0,
E9A6G6T9,0,78.0,0.0,
E9A6G9T1,0,80.0,0.0,
E9A6G9T10,0,82.0,0.0,
E9A6G9T11,0,79.0,0.0,
E9A6G9T12,0,81.0,0.0,
E9A6G9T13,0,80.0,0.0,
E9A6G9T14,0,81.0,0.0,
E9A6G9T15,0,78.5,0.0,
E9A6G9T16,0,80.0,0.0,
E9A6G9T17,0,79.0,0.0,
E9A6G9T18,0,81.0,0.0,
E9A6G9T19,0,81.0,0.0,
E9A6G9T2,0,79.0,0.0,
E9A6G9T20,1,80.0,0.0,
E9A6G9T21,0,79.0,0.0,
E9A6G9T22,0,81.0,0.0,
E9A6G9T23,0,78.0,0.0,
E9A6G9T24,0,80.0,0.0,
E9A6G9T25,0,81.0,0.0,
E9A6G9T26,0,80.0,0.0,
E9A6G9T27,0,81.0,0.0,
E9A6G9T28,0,80.0,0.0,
E9A6G9T29,0,81.0,0.0,
E9A6G9T3,0,81.0,0.0,
E9A6G9T30,0,79.0,0.0,
E9A6G9T31,0,81.0,0.0,
E9A6G9T32,0,79.0,0.0,
E9A6G9T33,0,82.0,0.0,
E9A6G9T34,0,79.0,0.0,
E9A6G9T35,0,79.0,0.0,
E9A6G9T36,0,80.0,0.0,
E9A6G9T37,0,82.0,0.0,
E9A6G9T38,0,80.0,0.0,
E9A6G9T39,0,81.0,0.0,
E9A6G9T4,0,81.0,0.0,
E9A6G9T40,0,80.0,0.0,
E9A6G9T5,5719,7.0,0.0792821754696525,31.0
E9A6G9T6,0,81.0,0.0,
E9A6G9T7,0,79.0,0.0,
E9A6G9T8,0,79.0,0.0,
E9A6G9T9,0,81.0,0.0,
E9A9G1T1,0,80.0,0.0,
E9A9G1T10,0,80.0,0.0,
E9A9G1T11,0,80.0,0.0,
E9A9G1T12,0,78.0,0.0,
E9A9G1T13,0,78.0,0.0,
E9A9G1T14,0,79.0,0.0,
E9A9G1T15,0,81.0,0.0,
E9A9G1T16,0,81.0,0.0,
E9A9G1T17,0,80.0,0.0,
E9A9G1T18,0,80.0,0.0,
E9A9G1T19,0,81.0,0.0,
E9A9G1T2,0,80.0,0.0,
E9A9G1T20,0,80.0,0.0,
E9A9G1T21,0,81.0,0.0,
E9A9G1T22,0,80.0,0.0,
E9A9G1T23,0,81.0,0.0,
E9A9G1T24,0,80.0,0.0,
E9A9G1T25,0,80.0,0.0,
E9A9G1T26,0,81.0,0.0,
E9A9G1T27,5731,7.0,2.891183147382295e-06,33.0
E9A9G1T28,0,80.0,0.0,
E9A9G1T29,0,79.0,0.0,
E9A9G1T3,0,80.0,0.0,
E9A9G1T30,0,81.0,0.0,
E9A9G1T31,0,80.0,0.0,
E9A9G1T32,0,81.0,0.0,
E9A9G1T33,0,80.0,0.0,
E9A9G1T34,0,80.0,0.0,
E9A9G1T35,0,81.0,0.0,
E9A9G1T36,0,79.0,0.0,
E9A9G1T37,0,80.0,0.0,
E9A9G1T38,0,80.0,0.0,
E9A9G1T39,0,82.0,0.0,
E9A9G1T4,0,81.0,0.0,
E9A9G1T40,0,80.0,0.0,
E9A9G1T5,0,80.0,0.0,
E9A9G1T6,0,82.0,0.0,
E9A9G1T7,0,80.0,0.0,
E9A9G1T8,0,79.0,0.0,
E9A9G1T9,0,80.0,0.0,
E9A9G4T1,0,81.0,0.0,
E9A9G4T10,0,79.0,0.0,
E9A9G4T11,0,80.0,0.0,
E9A9G4T12,0,81.0,0.0,
E9A9G4T13,0,80.0,0.0,
E9A9G4T14,0,81.0,0.0,
E9A9G4T15,0,80.0,0.0,
E9A9G4T16,0,79.0,0.0,
E9A9G4T17,0,81.0,0.0,
E9A9G4T18,0,79.0,0.0,
E9A9G4T19,0,79.0,0.0,
E9A9G4T2,0,80.0,0.0,
E9A9G4T20,0,79.0,0.0,
E9A9G4T21,0,80.0,0.0,
E9A9G4T22,0,79.0,0.0,
E9A9G4T23,0,80.0,0.0,
E9A9G4T24,0,81.0,0.0,
E9A9G4T25,0,82.0,0.0,
E9A9G4T26,0,80.0,0.0,
E9A9G4T27,0,81.0,0.0,
E9A9G4T28,0,79.0,0.0,
E9A9G4T29,0,79.0,0.0,
E9A9G4T3,2,79.0,0.0,
E9A9G4T30,0,78.0,0.0,
E9A9G4T31,0,82.0,0.0,
E9A9G4T32,0,80.0,0.0,
E9A9G4T33,0,82.0,0.0,
E9A9G4T34,0,81.0,0.0,
E9A9G4T35,0,80.0,0.0,
E9A9G4T36,0,81.0,0.0,
E9A9G4T37,0,79.0,0.0,
E9A9G4T38,0,79.0,0.0,
E9A9G4T39,0,79.0,0.0,
E9A9G4T4,0,80.0,0.0,
E9A9G4T40,0,80.0,0.0,
E9A9G4T5,0,80.0,0.0,
E9A9G4T6,0,79.0,0.0,
E9A9G4T7,0,80.0,0.0,
E9A9G4T8,275,76.0,0.0,94.0
E9A9G4T9,0,79.0,0.0,
E9A9G6T1,0,80.0,0.0,
E9A9G6T10,0,80.0,0.0,
E9A9G6T11,0,81.0,0.0,
E9A9G6T12,0,81.0,0.0,
E9A9G6T13,0,80.0,0.0,
E9A9G6T14,0,81.0,0.0,
E9A9G6T15,0,79.0,0.0,
E9A9G6T16,0,79.0,0.0,
E9A9G6T17,0,80.0,0.0,
E9A9G6T18,0,80.0,0.0,
E9A9G6T19,0,81.0,0.0,
E9A9G6T2,0,80.0,0.0,
E9A9G6T20,0,80.0,0.0,
E9A9G6T21,0,81.0,0.0,
E9A9G6T22,0,80.0,0.0,
E9A9G6T23,0,79.0,0.0,
E9A9G6T24,0,81.0,0.0,
E9A9G6T25,0,80.0,0.0,
E9A9G6T26,0,80.0,0.0,
E9A9G6T27,0,80.0,0.0,
E9A9G6T28,5993,7.0,0.0235891882899207,31.0
E9A9G6T29,0,79.0,0.0,
E9A9G6T3,0,80.0,0.0,
E9A9G6T30,0,80.0,0.0,
E9A9G6T31,0,81.0,0.0,
E9A9G6T32,0,80.0,0.0,
E9A9G6T33,0,80.0,0.0,
E9A9G6T34,0,79.0,0.0,
E9A9G6T35,0,80.0,0.0,
E9A9G6T36,0,79.0,0.0,
E9A9G6T37,0,81.0,0.0,
E9A9G6T38,0,80.0,0.0,
E9A9G6T39,0,81.0,0.0,
E9A9G6T4,0,80.0,0.0,
E9A9G6T40,0,80.0,0.0,
E9A9G6T5,0,81.0,0.0,
E9A9G6T6,0,81.0,0.0,
E9A9G6T7,0,83.0,0.0,
E9A9G6T8,0,79.0,0.0,
E9A9G6T9,0,80.0,0.0,
E9A9G9T1,0,80.0,0.0,
E9A9G9T10,0,79.0,0.0,
E9A9G9T11,0,80.0,0.0,
E9A9G9T12,0,80.0,0.0,
E9A9G9T13,0,79.0,0.0,
E9A9G9T14,0,79.0,0.0,
E9A9G9T15,0,79.0,0.0,
E9A9G9T16,0,80.0,0.0,
E9A9G9T17,0,79.0,0.0,
E9A9G9T18,0,79.0,0.0,
E9A9G9T19,0,79.0,0.0,
E9A9G9T2,0,79.0,0.0,
E9A9G9T20,0,79.0,0.0,
E9A9G9T21,1,80.0,0.0,
E9A9G9T22,0,80.0,0.0,
E9A9G9T23,0,80.0,0.0,
E9A9G9T24,0,80.0,0.0,
E9A9G9T25,0,80.0,0.0,
E9A9G9T26,0,81.0,0.0,
E9A9G9T27,0,80.0,0.0,
E9A9G9T28,0,79.0,0.0,
E9A9G9T29,1,81.0,0.0,
E9A9G9T3,0,82.0,0.0,
E9A9G9T30,0,78.0,0.0,
E9A9G9T31,0,80.0,0.0,
E9A9G9T32,0,80.0,0.0,
E9A9G9T33,0,80.0,0.0,
E9A9G9T34,0,80.0,0.0,
E9A9G9T35,0,80.0,0.0,
E9A9G9T36,0,80.0,0.0,
E9A9G9T37,0,79.0,0.0,
E9A9G9T38,0,81.0,0.0,
E9A9G9T39,3893,25.0,0.0,53.0
E9A9G9T4,0,79.0,0.0,
E9A9G9T40,0,80.0,0.0,
E9A9G9T5,0,80.0,0.0,
E9A9G9T6,0,80.0,0.0,
E9A9G9T7,0,79.0,0.0,
E9A9G9T8,0,80.0,0.0,
E9A9G9T9,0,80.0,0.0,
